Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Reference_ET0_mm_day,Crop_Coefficient_Kc
Wet,Maha,Tomato,Initial,20,Loamy,6.48,20.37,1.18,0.95,29.8,21.9,25.8,82.1,69.5,5.4,8.5,Sprinkler,Major Tank,0.67,No,4.27,0.6
Wet,Maha,Tomato,Development,25,Loamy,6.11,19.82,1.63,0.77,28.3,21.2,24.8,82.7,184.6,5.7,11.6,Sprinkler,Major Tank,0.67,No,3.83,0.9
Wet,Maha,Tomato,Mid-season,35,Loamy,6.35,22.05,1.39,0.12,29.2,21.1,25.2,87.0,138.3,7.3,8.2,Sprinkler,Major Tank,0.67,No,3.89,1.15
Wet,Maha,Tomato,Late-season,20,Loamy,6.37,22.14,1.54,0.28,26.4,22.4,24.4,78.8,212.6,6.0,4.9,Sprinkler,Major Tank,0.67,No,2.6,0.8
Wet,Yala,Tomato,Initial,20,Clay,6.78,21.84,1.31,0.52,29.4,23.9,26.6,84.1,361.7,6.1,7.3,Furrow/Surface,River/Canal Diversion,1.52,No,3.66,0.6
Wet,Yala,Tomato,Development,25,Clay,6.46,36.75,1.27,0.34,29.3,22.5,25.9,88.8,134.7,6.6,6.5,Furrow/Surface,River/Canal Diversion,1.52,No,3.92,0.9
Wet,Yala,Tomato,Mid-season,35,Clay,6.39,36.75,1.27,0.99,28.9,22.7,25.8,93.2,391.9,7.2,5.8,Furrow/Surface,River/Canal Diversion,1.52,No,3.65,1.15
Wet,Yala,Tomato,Late-season,20,Clay,6.87,36.75,1.34,0.92,29.6,22.6,26.1,83.2,148.1,7.0,11.3,Furrow/Surface,River/Canal Diversion,1.52,No,3.94,0.8
Dry,Maha,Green Gram,Initial,12,Clay,6.15,33.71,1.12,0.95,32.8,24.1,28.4,77.2,41.2,7.1,8.8,Rainfed,River/Canal Diversion,0.1,No,4.69,0.4
Dry,Maha,Green Gram,Development,18,Clay,6.13,33.48,1.78,0.77,33.0,21.7,27.4,77.7,48.5,7.1,8.8,Rainfed,River/Canal Diversion,0.1,No,5.12,0.75
Dry,Maha,Green Gram,Mid-season,22,Clay,5.99,31.44,1.74,0.57,32.0,20.8,26.4,88.3,77.6,5.6,11.6,Rainfed,River/Canal Diversion,0.1,No,4.75,1.05
Dry,Maha,Green Gram,Late-season,13,Clay,7.1,31.22,1.6,0.75,33.1,23.9,28.5,78.5,39.5,5.8,7.8,Rainfed,River/Canal Diversion,0.1,No,4.32,0.4
Dry,Yala,Tomato,Initial,20,Clay,5.62,26.72,1.61,0.87,31.0,25.2,28.1,70.7,8.7,7.1,15.8,Furrow/Surface,Major Tank,1.4,Yes,3.9,0.6
Dry,Yala,Tomato,Development,25,Clay,6.81,26.59,1.99,0.65,34.1,25.6,29.8,79.6,0.0,8.0,16.1,Furrow/Surface,Major Tank,1.4,Yes,4.76,0.9
Dry,Yala,Tomato,Mid-season,35,Clay,6.54,26.22,1.4,0.37,35.5,24.3,29.9,68.1,74.8,8.8,15.1,Furrow/Surface,Major Tank,1.4,Yes,5.34,1.15
Dry,Yala,Tomato,Late-season,20,Clay,5.8,27.14,1.81,0.97,34.4,22.5,28.5,60.1,38.2,7.2,12.8,Furrow/Surface,Major Tank,1.4,Yes,5.36,0.8
Wet,Yala,Maize,Initial,20,Loamy,6.14,26.25,1.3,0.74,27.6,24.4,26.0,84.1,282.6,7.0,10.6,Drip,Minor Tank,0.2,No,2.72,0.3
Wet,Yala,Maize,Development,30,Loamy,5.34,26.25,1.08,0.42,30.6,22.4,26.5,85.7,548.7,6.0,9.2,Drip,Minor Tank,0.2,No,4.33,0.75
Wet,Yala,Maize,Mid-season,35,Loamy,6.2,26.25,1.04,0.99,30.7,22.6,26.6,82.1,325.1,6.5,7.5,Drip,Minor Tank,0.2,No,4.23,1.2
Wet,Yala,Maize,Late-season,15,Loamy,6.4,26.25,0.74,0.96,27.4,23.1,25.2,84.3,146.3,5.6,15.1,Drip,Minor Tank,0.2,No,3.0,0.6
Dry,Yala,Paddy (Rice),Initial,20,Clay,6.06,26.58,1.91,0.96,33.5,23.8,28.6,68.3,17.2,8.8,13.5,Furrow/Surface,Agro-well,0.6,Yes,5.11,1.05
Dry,Yala,Paddy (Rice),Development,30,Clay,5.44,27.25,1.87,0.69,34.0,24.7,29.3,67.8,35.2,7.8,15.1,Furrow/Surface,Agro-well,0.6,Yes,5.0,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Clay,6.35,28.16,0.67,0.98,33.3,23.6,28.4,63.8,48.7,7.4,14.8,Furrow/Surface,Agro-well,0.6,Yes,4.91,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Clay,5.78,28.69,1.47,0.91,34.1,24.7,29.4,63.1,121.6,9.1,11.9,Furrow/Surface,Agro-well,0.6,Yes,5.02,0.95
Wet,Yala,Tomato,Initial,20,Sandy,6.3,6.28,0.39,0.4,30.0,25.1,27.6,88.9,66.4,6.3,6.9,Drip,Agro-well,2.09,No,3.54,0.6
Wet,Yala,Tomato,Development,25,Sandy,5.75,7.61,0.55,0.24,29.8,21.9,25.8,78.3,120.8,5.6,6.0,Drip,Agro-well,2.09,No,4.23,0.9
Wet,Yala,Tomato,Mid-season,35,Sandy,5.05,7.36,0.71,0.34,30.5,22.4,26.5,79.7,279.3,5.8,8.2,Drip,Agro-well,2.09,No,4.25,1.15
Wet,Yala,Tomato,Late-season,20,Sandy,5.63,10.92,0.33,0.05,30.0,22.7,26.4,81.1,119.3,7.0,9.9,Drip,Agro-well,2.09,No,4.06,0.8
Dry,Yala,Big Onion,Initial,15,Clay,6.95,28.14,2.03,0.85,34.6,21.5,28.1,70.2,42.5,8.1,12.0,Furrow/Surface,Major Tank,1.17,No,5.89,0.7
Dry,Yala,Big Onion,Development,25,Clay,6.27,27.62,1.78,1.09,33.5,22.9,28.2,70.3,50.3,7.4,10.9,Furrow/Surface,Major Tank,1.17,No,5.25,0.9
Dry,Yala,Big Onion,Mid-season,35,Clay,6.23,26.49,1.65,0.78,34.2,22.7,28.5,66.0,127.8,7.7,13.4,Furrow/Surface,Major Tank,1.17,No,5.38,1.05
Dry,Yala,Big Onion,Late-season,20,Clay,6.04,27.33,1.36,0.81,34.9,24.5,29.7,64.0,28.3,7.2,13.5,Furrow/Surface,Major Tank,1.17,No,5.27,0.75
Intermediate,Yala,Paddy (Rice),Initial,20,Clay,6.8,22.84,1.44,1.05,29.7,20.6,25.2,68.3,31.3,7.1,15.7,Furrow/Surface,River/Canal Diversion,0.92,Yes,4.58,1.05
Intermediate,Yala,Paddy (Rice),Development,30,Clay,6.55,24.31,1.75,1.53,32.6,21.7,27.1,76.8,95.2,8.2,9.1,Furrow/Surface,River/Canal Diversion,0.92,Yes,5.13,1.1
Intermediate,Yala,Paddy (Rice),Mid-season,40,Clay,6.2,26.6,1.2,0.71,30.6,19.9,25.3,66.7,97.7,7.1,10.9,Furrow/Surface,River/Canal Diversion,0.92,Yes,4.76,1.2
Intermediate,Yala,Paddy (Rice),Late-season,25,Clay,6.35,28.71,1.96,0.57,32.6,21.2,26.9,69.0,126.0,7.4,7.8,Furrow/Surface,River/Canal Diversion,0.92,Yes,5.19,0.95
Wet,Yala,Chili,Initial,25,Loamy,5.87,16.14,1.4,0.55,31.6,24.4,28.0,90.6,134.8,7.1,5.8,Furrow/Surface,Agro-well,1.0,No,4.3,0.6
Wet,Yala,Chili,Development,35,Loamy,5.86,19.53,0.96,0.67,31.5,22.3,26.9,76.5,236.4,6.2,8.9,Furrow/Surface,Agro-well,1.0,No,4.62,0.85
Wet,Yala,Chili,Mid-season,60,Loamy,6.67,22.04,1.6,0.05,29.7,25.2,27.5,81.6,214.7,5.7,9.7,Furrow/Surface,Agro-well,1.0,No,3.26,1.05
Wet,Yala,Chili,Late-season,30,Loamy,5.98,23.49,1.42,0.3,29.5,23.6,26.5,85.7,359.4,7.2,13.1,Furrow/Surface,Agro-well,1.0,No,3.76,0.9
Dry,Yala,Big Onion,Initial,15,Sandy,4.74,6.54,0.78,0.28,31.7,24.0,27.9,73.5,75.8,9.1,13.1,Drip,Major Tank,1.65,No,4.51,0.7
Dry,Yala,Big Onion,Development,25,Sandy,5.07,8.02,0.71,0.43,35.7,25.3,30.5,70.6,72.2,7.7,9.8,Drip,Major Tank,1.65,No,5.45,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy,5.45,8.9,0.53,0.47,32.6,24.0,28.3,65.9,72.4,8.0,12.7,Drip,Major Tank,1.65,No,4.65,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy,4.72,9.61,0.67,0.06,33.4,24.5,28.9,59.9,42.7,9.1,14.7,Drip,Major Tank,1.65,No,4.76,0.75
Wet,Yala,Tomato,Initial,20,Loamy,5.59,12.51,0.88,0.82,28.8,24.5,26.6,81.5,68.4,5.9,13.5,Rainfed,Major Tank,0.89,No,3.25,0.6
Wet,Yala,Tomato,Development,25,Loamy,5.96,12.51,1.18,0.44,28.7,21.6,25.2,82.4,77.5,6.3,13.8,Rainfed,Major Tank,0.89,No,3.91,0.9
Wet,Yala,Tomato,Mid-season,35,Loamy,6.11,12.93,0.96,0.89,29.3,23.8,26.6,86.6,459.7,6.6,7.6,Rainfed,Major Tank,0.89,No,3.52,1.15
Wet,Yala,Tomato,Late-season,20,Loamy,6.35,18.03,1.35,0.38,30.4,23.1,26.8,80.0,73.5,5.2,9.2,Rainfed,Major Tank,0.89,No,4.06,0.8
Wet,Yala,Chili,Initial,25,Sandy Loam,5.72,13.23,0.74,0.64,28.1,23.2,25.7,78.7,339.9,6.7,8.6,Drip,Major Tank,1.44,No,3.4,0.6
Wet,Yala,Chili,Development,35,Sandy Loam,5.52,18.9,1.3,0.57,30.7,24.3,27.5,83.7,499.2,7.7,7.8,Drip,Major Tank,1.44,No,3.92,0.85
Wet,Yala,Chili,Mid-season,60,Sandy Loam,5.4,18.9,0.7,0.71,30.3,23.2,26.7,78.6,543.7,6.7,9.8,Drip,Major Tank,1.44,No,4.06,1.05
Wet,Yala,Chili,Late-season,30,Sandy Loam,5.6,18.9,0.93,0.54,29.6,22.2,25.9,86.1,337.9,5.9,7.7,Drip,Major Tank,1.44,No,4.15,0.9
Wet,Yala,Tomato,Initial,20,Clay,6.15,24.1,1.76,0.76,29.2,25.0,27.1,85.2,90.4,7.1,8.4,Rainfed,River/Canal Diversion,0.69,No,3.23,0.6
Wet,Yala,Tomato,Development,25,Clay,5.64,25.52,1.55,0.85,27.5,23.2,25.3,80.4,336.6,6.6,13.2,Rainfed,River/Canal Diversion,0.69,No,3.1,0.9
Wet,Yala,Tomato,Mid-season,35,Clay,6.71,31.29,1.67,1.49,29.0,24.2,26.6,82.1,349.9,5.4,12.3,Rainfed,River/Canal Diversion,0.69,No,3.28,1.15
Wet,Yala,Tomato,Late-season,20,Clay,6.71,33.72,1.17,0.53,28.2,22.6,25.4,81.9,311.0,5.2,5.9,Rainfed,River/Canal Diversion,0.69,No,3.46,0.8
Wet,Yala,Paddy (Rice),Initial,20,Sandy,5.08,8.5,0.3,0.52,29.9,23.7,26.8,90.2,179.1,6.3,11.5,Rainfed,Major Tank,1.02,No,3.9,1.05
Wet,Yala,Paddy (Rice),Development,30,Sandy,5.9,12.6,0.27,0.5,26.7,23.5,25.1,83.4,215.1,6.4,10.1,Rainfed,Major Tank,1.02,No,2.66,1.1
Wet,Yala,Paddy (Rice),Mid-season,40,Sandy,5.42,12.6,0.47,0.3,29.0,24.7,26.8,83.3,191.5,6.2,9.3,Rainfed,Major Tank,1.02,No,3.12,1.2
Wet,Yala,Paddy (Rice),Late-season,25,Sandy,4.57,12.6,0.77,0.27,30.4,22.7,26.5,79.7,180.4,6.8,7.6,Rainfed,Major Tank,1.02,No,4.21,0.95
Wet,Maha,Paddy (Rice),Initial,20,Sandy Loam,5.88,6.91,1.17,0.35,28.1,21.1,24.6,82.1,244.6,6.0,5.0,Furrow/Surface,Major Tank,0.69,No,3.9,1.05
Wet,Maha,Paddy (Rice),Development,30,Sandy Loam,5.8,16.69,0.87,1.01,26.6,22.4,24.5,78.1,87.2,5.9,6.7,Furrow/Surface,Major Tank,0.69,No,2.87,1.1
Wet,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,5.55,17.24,1.08,0.24,26.7,23.8,25.3,84.6,367.2,6.9,9.9,Furrow/Surface,Major Tank,0.69,No,2.28,1.2
Wet,Maha,Paddy (Rice),Late-season,25,Sandy Loam,4.93,18.9,0.82,0.48,29.8,21.5,25.6,83.0,28.5,6.1,7.9,Furrow/Surface,Major Tank,0.69,No,3.81,0.95
Wet,Yala,Big Onion,Initial,15,Sandy Loam,5.59,16.16,0.97,0.55,28.8,23.6,26.2,86.0,259.5,7.2,10.9,Furrow/Surface,Agro-well,0.45,No,3.52,0.7
Wet,Yala,Big Onion,Development,25,Sandy Loam,5.66,18.9,0.52,0.37,28.1,23.0,25.5,84.4,0.0,7.1,11.4,Furrow/Surface,Agro-well,0.45,No,3.39,0.9
Wet,Yala,Big Onion,Mid-season,35,Sandy Loam,5.62,18.84,0.88,0.69,29.8,23.2,26.5,81.0,448.4,8.2,10.4,Furrow/Surface,Agro-well,0.45,No,3.87,1.05
Wet,Yala,Big Onion,Late-season,20,Sandy Loam,5.64,18.9,0.44,0.67,29.6,22.7,26.2,88.5,432.7,6.5,4.5,Furrow/Surface,Agro-well,0.45,No,3.91,0.75
Dry,Maha,Green Gram,Initial,12,Sandy,4.59,6.91,0.79,0.4,31.9,23.4,27.6,83.4,97.6,6.0,11.0,Furrow/Surface,Major Tank,1.01,No,4.59,0.4
Dry,Maha,Green Gram,Development,18,Sandy,4.52,7.97,0.63,0.59,33.9,23.8,28.8,76.5,127.4,6.5,8.8,Furrow/Surface,Major Tank,1.01,No,5.04,0.75
Dry,Maha,Green Gram,Mid-season,22,Sandy,4.73,7.07,0.46,0.22,33.0,20.8,26.9,70.4,128.3,7.2,13.4,Furrow/Surface,Major Tank,1.01,No,5.12,1.05
Dry,Maha,Green Gram,Late-season,13,Sandy,4.76,6.63,0.63,0.18,30.8,23.1,26.9,85.5,30.8,6.6,7.7,Furrow/Surface,Major Tank,1.01,No,3.89,0.4
Intermediate,Yala,Chili,Initial,25,Sandy,5.37,7.37,0.39,0.3,32.4,22.8,27.6,69.0,122.7,8.1,12.2,Rainfed,Minor Tank,0.4,No,4.96,0.6
Intermediate,Yala,Chili,Development,35,Sandy,5.43,10.81,0.41,0.34,30.3,21.5,25.9,76.3,109.4,7.8,8.8,Rainfed,Minor Tank,0.4,No,4.41,0.85
Intermediate,Yala,Chili,Mid-season,60,Sandy,5.6,11.34,0.44,0.38,32.9,20.7,26.8,73.4,201.0,7.3,7.4,Rainfed,Minor Tank,0.4,No,5.28,1.05
Intermediate,Yala,Chili,Late-season,30,Sandy,5.37,12.6,0.71,0.57,31.0,20.1,25.5,65.4,16.4,7.9,13.1,Rainfed,Minor Tank,0.4,No,5.01,0.9
Dry,Yala,Green Gram,Initial,12,Clay,6.45,26.92,1.22,0.66,34.8,24.5,29.7,66.6,0.0,7.0,12.2,Furrow/Surface,Minor Tank,1.2,Yes,5.38,0.4
Dry,Yala,Green Gram,Development,18,Clay,6.73,25.78,1.74,0.89,37.5,24.6,31.0,60.7,0.0,7.4,14.4,Furrow/Surface,Minor Tank,1.2,Yes,6.14,0.75
Dry,Yala,Green Gram,Mid-season,22,Clay,7.7,24.1,1.22,1.09,36.1,22.9,29.5,63.9,66.0,9.4,12.7,Furrow/Surface,Minor Tank,1.2,Yes,5.91,1.05
Dry,Yala,Green Gram,Late-season,13,Clay,7.3,25.08,1.18,1.3,34.4,25.2,29.8,73.4,7.0,8.6,15.4,Furrow/Surface,Minor Tank,1.2,Yes,4.92,0.4
Dry,Maha,Chili,Initial,25,Loamy,6.5,25.25,1.11,0.31,32.7,22.3,27.5,79.1,43.8,5.1,6.5,Furrow/Surface,Minor Tank,1.84,No,5.04,0.6
Dry,Maha,Chili,Development,35,Loamy,6.16,26.25,0.88,0.35,31.1,22.3,26.7,78.6,304.9,7.2,6.5,Furrow/Surface,Minor Tank,1.84,No,4.27,0.85
Dry,Maha,Chili,Mid-season,60,Loamy,5.71,26.25,0.89,0.72,32.4,23.7,28.1,84.3,312.9,5.2,10.4,Furrow/Surface,Minor Tank,1.84,No,4.03,1.05
Dry,Maha,Chili,Late-season,30,Loamy,5.4,26.25,1.5,0.66,31.5,20.7,26.1,78.0,236.4,5.5,14.7,Furrow/Surface,Minor Tank,1.84,No,4.55,0.9
Dry,Yala,Tomato,Initial,20,Sandy,5.65,7.74,1.05,0.51,36.0,23.3,29.6,73.7,22.6,7.8,19.3,Furrow/Surface,Agro-well,0.82,No,6.01,0.6
Dry,Yala,Tomato,Development,25,Sandy,4.8,8.61,0.66,0.62,32.2,24.3,28.2,78.4,33.8,8.7,12.0,Furrow/Surface,Agro-well,0.82,No,4.55,0.9
Dry,Yala,Tomato,Mid-season,35,Sandy,4.85,7.72,0.56,0.27,34.2,22.9,28.6,70.7,111.5,7.6,15.4,Furrow/Surface,Agro-well,0.82,No,5.38,1.15
Dry,Yala,Tomato,Late-season,20,Sandy,4.28,9.01,0.32,0.53,35.0,24.7,29.8,72.3,32.4,8.7,18.3,Furrow/Surface,Agro-well,0.82,No,5.31,0.8
Dry,Maha,Green Gram,Initial,12,Sandy Loam,5.33,8.83,1.27,0.74,30.6,22.2,26.4,73.2,0.0,5.9,10.0,Drip,Agro-well,0.62,Yes,4.41,0.4
Dry,Maha,Green Gram,Development,18,Sandy Loam,5.43,8.36,0.85,0.21,30.9,23.4,27.1,86.7,27.5,6.1,10.0,Drip,Agro-well,0.62,Yes,4.15,0.75
Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,6.08,6.13,0.79,0.5,32.0,22.7,27.4,76.8,61.6,6.4,10.4,Drip,Agro-well,0.62,Yes,4.4,1.05
Dry,Maha,Green Gram,Late-season,13,Sandy Loam,5.19,7.01,1.2,0.27,31.2,22.3,26.8,80.5,125.7,7.4,9.9,Drip,Agro-well,0.62,Yes,4.09,0.4
Dry,Yala,Tomato,Initial,20,Sandy,4.99,5.66,0.35,0.33,32.3,23.4,27.9,66.1,77.0,8.7,8.7,Furrow/Surface,River/Canal Diversion,0.52,No,4.8,0.6
Dry,Yala,Tomato,Development,25,Sandy,5.2,8.03,0.42,0.36,34.1,25.1,29.6,80.7,60.8,8.1,13.7,Furrow/Surface,River/Canal Diversion,0.52,No,4.92,0.9
Dry,Yala,Tomato,Mid-season,35,Sandy,4.72,9.45,0.66,0.88,36.2,24.5,30.3,74.0,65.7,7.7,14.4,Furrow/Surface,River/Canal Diversion,0.52,No,5.62,1.15
Dry,Yala,Tomato,Late-season,20,Sandy,5.56,8.98,0.2,0.2,34.8,25.5,30.2,64.4,41.1,8.6,9.5,Furrow/Surface,River/Canal Diversion,0.52,No,5.02,0.8
Wet,Maha,Maize,Initial,20,Sandy,4.75,8.17,0.77,0.52,26.6,22.7,24.7,82.9,213.7,6.2,9.5,Drip,Major Tank,3.45,No,2.91,0.3
Wet,Maha,Maize,Development,30,Sandy,5.27,12.6,0.62,0.06,27.8,22.6,25.2,78.1,322.0,7.1,7.2,Drip,Major Tank,3.45,No,3.3,0.75
Wet,Maha,Maize,Mid-season,35,Sandy,5.51,12.6,0.7,0.53,29.1,21.8,25.5,81.1,15.0,5.4,9.7,Drip,Major Tank,3.45,No,3.7,1.2
Wet,Maha,Maize,Late-season,15,Sandy,4.77,11.15,0.89,0.2,29.0,22.5,25.8,79.6,56.1,7.6,7.8,Drip,Major Tank,3.45,No,3.41,0.6
Wet,Maha,Maize,Initial,20,Sandy,5.48,8.61,0.83,0.05,26.4,22.0,24.2,78.4,124.3,5.0,4.1,Rainfed,Major Tank,0.46,Yes,3.05,0.3
Wet,Maha,Maize,Development,30,Sandy,5.89,10.35,0.46,0.45,28.6,23.0,25.8,83.3,148.4,5.9,4.4,Rainfed,Major Tank,0.46,Yes,3.43,0.75
Wet,Maha,Maize,Mid-season,35,Sandy,4.81,12.6,0.76,0.39,29.2,22.5,25.9,85.6,164.1,6.9,3.6,Rainfed,Major Tank,0.46,Yes,3.52,1.2
Wet,Maha,Maize,Late-season,15,Sandy,5.13,12.29,0.7,0.39,27.8,22.6,25.2,79.1,0.0,6.9,7.7,Rainfed,Major Tank,0.46,Yes,2.98,0.6
Intermediate,Yala,Tomato,Initial,20,Sandy Loam,5.46,13.9,0.9,0.45,29.7,21.4,25.6,75.5,22.7,8.5,5.8,Drip,Agro-well,2.52,No,4.39,0.6
Intermediate,Yala,Tomato,Development,25,Sandy Loam,5.84,13.18,0.75,0.43,33.0,21.2,27.1,70.1,192.5,7.8,10.2,Drip,Agro-well,2.52,No,5.33,0.9
Intermediate,Yala,Tomato,Mid-season,35,Sandy Loam,5.3,16.29,1.3,0.36,31.3,20.2,25.8,72.2,91.3,8.4,11.6,Drip,Agro-well,2.52,No,4.93,1.15
Intermediate,Yala,Tomato,Late-season,20,Sandy Loam,6.2,16.31,0.72,0.12,30.1,21.8,25.9,78.3,50.6,7.3,13.7,Drip,Agro-well,2.52,No,4.28,0.8
Dry,Maha,Paddy (Rice),Initial,20,Loamy,6.66,17.37,1.83,0.56,30.4,21.3,25.9,80.9,82.8,6.5,11.1,Furrow/Surface,Rainfed,1.94,Yes,4.54,1.05
Dry,Maha,Paddy (Rice),Development,30,Loamy,6.32,19.57,1.24,0.68,29.5,21.4,25.5,79.5,72.0,7.4,7.5,Furrow/Surface,Rainfed,1.94,Yes,4.05,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Loamy,6.03,19.52,0.9,0.52,32.2,22.5,27.3,80.8,253.8,7.1,4.4,Furrow/Surface,Rainfed,1.94,Yes,4.28,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Loamy,5.29,21.17,0.99,0.63,28.8,22.5,25.6,78.2,100.7,7.1,8.3,Furrow/Surface,Rainfed,1.94,Yes,3.26,0.95
Dry,Yala,Chili,Initial,25,Sandy Loam,5.24,7.92,0.66,0.08,34.1,25.0,29.6,66.2,23.5,8.3,10.4,Furrow/Surface,Rainfed,0.24,No,5.03,0.6
Dry,Yala,Chili,Development,35,Sandy Loam,6.16,10.48,0.47,0.65,33.2,22.3,27.8,66.9,68.6,8.4,10.4,Furrow/Surface,Rainfed,0.24,No,5.16,0.85
Dry,Yala,Chili,Mid-season,60,Sandy Loam,5.87,11.45,1.39,0.33,32.5,23.9,28.2,68.9,8.8,8.9,13.6,Furrow/Surface,Rainfed,0.24,No,4.64,1.05
Dry,Yala,Chili,Late-season,30,Sandy Loam,5.69,11.76,0.74,0.32,34.1,22.2,28.2,77.3,12.7,7.6,15.3,Furrow/Surface,Rainfed,0.24,No,5.57,0.9
Intermediate,Yala,Maize,Initial,20,Sandy Loam,5.31,14.99,1.21,0.39,30.3,20.6,25.5,66.0,36.8,7.0,11.3,Sprinkler,Minor Tank,0.57,No,4.73,0.3
Intermediate,Yala,Maize,Development,30,Sandy Loam,5.27,13.46,1.19,0.65,31.3,21.6,26.5,69.2,73.9,8.5,11.1,Sprinkler,Minor Tank,0.57,No,4.75,0.75
Intermediate,Yala,Maize,Mid-season,35,Sandy Loam,4.92,11.48,1.04,0.54,31.3,22.0,26.7,60.5,183.0,8.0,12.3,Sprinkler,Minor Tank,0.57,No,4.56,1.2
Intermediate,Yala,Maize,Late-season,15,Sandy Loam,6.29,13.78,1.28,0.72,31.5,21.2,26.4,67.6,10.4,6.9,7.9,Sprinkler,Minor Tank,0.57,No,4.81,0.6
Dry,Yala,Green Gram,Initial,12,Clay,6.92,34.11,1.51,0.99,31.2,24.0,27.6,63.2,0.0,8.8,13.0,Furrow/Surface,River/Canal Diversion,2.51,No,4.31,0.4
Dry,Yala,Green Gram,Development,18,Clay,5.42,30.76,0.91,1.1,33.5,25.7,29.6,67.7,28.3,8.1,18.9,Furrow/Surface,River/Canal Diversion,2.51,No,4.66,0.75
Dry,Yala,Green Gram,Mid-season,22,Clay,6.47,29.71,1.64,0.61,34.9,25.4,30.2,61.3,60.4,9.9,10.1,Furrow/Surface,River/Canal Diversion,2.51,No,5.12,1.05
Dry,Yala,Green Gram,Late-season,13,Clay,6.2,28.75,1.39,0.95,34.5,24.7,29.6,60.2,5.4,8.6,11.4,Furrow/Surface,River/Canal Diversion,2.51,No,5.09,0.4
Dry,Maha,Chili,Initial,25,Sandy Loam,5.41,15.61,1.21,0.05,30.2,22.8,26.5,84.9,213.1,7.8,10.4,Furrow/Surface,Major Tank,1.05,No,4.17,0.6
Dry,Maha,Chili,Development,35,Sandy Loam,5.98,18.9,0.78,0.48,31.0,22.5,26.8,90.7,2.9,7.3,7.5,Furrow/Surface,Major Tank,1.05,No,4.21,0.85
Dry,Maha,Chili,Mid-season,60,Sandy Loam,5.62,18.53,0.56,0.54,30.4,24.3,27.3,80.1,270.9,7.1,13.6,Furrow/Surface,Major Tank,1.05,No,3.33,1.05
Dry,Maha,Chili,Late-season,30,Sandy Loam,4.98,18.9,0.69,0.44,31.2,23.6,27.4,80.0,183.1,7.1,9.9,Furrow/Surface,Major Tank,1.05,No,3.96,0.9
Wet,Yala,Green Gram,Initial,12,Clay,5.99,29.38,0.96,0.85,30.1,24.1,27.1,75.0,113.4,5.8,6.6,Rainfed,Major Tank,1.9,No,3.86,0.4
Wet,Yala,Green Gram,Development,18,Clay,6.06,30.61,1.54,1.03,30.3,24.4,27.3,91.1,0.0,7.1,10.2,Rainfed,Major Tank,1.9,No,3.79,0.75
Wet,Yala,Green Gram,Mid-season,22,Clay,6.47,28.69,0.87,0.58,29.6,22.1,25.8,78.4,372.7,6.4,4.0,Rainfed,Major Tank,1.9,No,4.08,1.05
Wet,Yala,Green Gram,Late-season,13,Clay,6.31,32.65,1.43,0.96,27.5,23.8,25.6,87.7,96.9,6.4,9.2,Rainfed,Major Tank,1.9,No,2.81,0.4
Dry,Maha,Maize,Initial,20,Loamy,5.79,10.84,1.32,0.62,32.5,21.5,27.0,83.2,124.9,7.4,13.5,Sprinkler,Major Tank,0.1,No,5.13,0.3
Dry,Maha,Maize,Development,30,Loamy,6.09,15.6,1.26,0.5,32.3,25.0,28.7,79.5,71.7,7.7,9.8,Sprinkler,Major Tank,0.1,No,4.12,0.75
Dry,Maha,Maize,Mid-season,35,Loamy,5.54,15.24,1.24,0.8,30.2,22.4,26.3,79.1,49.3,6.2,6.2,Sprinkler,Major Tank,0.1,No,3.77,1.2
Dry,Maha,Maize,Late-season,15,Loamy,5.59,14.25,0.84,0.36,33.9,21.2,27.5,78.6,21.4,6.0,9.6,Sprinkler,Major Tank,0.1,No,4.82,0.6
Dry,Maha,Big Onion,Initial,15,Loamy,6.95,20.81,1.4,0.05,31.7,24.2,27.9,83.2,72.2,6.7,11.0,Furrow/Surface,Minor Tank,0.73,Yes,4.33,0.7
Dry,Maha,Big Onion,Development,25,Loamy,6.54,20.67,0.89,0.98,33.2,23.4,28.3,86.0,161.5,7.3,7.5,Furrow/Surface,Minor Tank,0.73,Yes,4.84,0.9
Dry,Maha,Big Onion,Mid-season,35,Loamy,6.07,22.3,1.55,0.28,31.4,22.6,27.0,89.5,240.3,5.7,8.2,Furrow/Surface,Minor Tank,0.73,Yes,4.18,1.05
Dry,Maha,Big Onion,Late-season,20,Loamy,6.44,23.98,0.98,0.95,35.0,21.7,28.4,80.8,37.3,6.6,4.7,Furrow/Surface,Minor Tank,0.73,Yes,5.08,0.75
