Field_Cycle_ID,District,Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Reference_ET0_mm_day,Crop_Coefficient_Kc,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm
1812,Batticaloa,Dry,Yala,Green Gram,Late-season,13,Sandy Loam,6.09,4.52,0.93,0.21,36.5,24.7,30.6,78.0,0.0,8.3,11.5,Furrow/Surface,Major Tank,0.81,No,84.2,5.67,0.4,28.5,51.9
1813,Matara,Wet,Maha,Chili,Initial,25,Loamy,6.74,13.86,1.55,0.7,29.4,23.2,26.3,86.0,222.6,5.3,6.5,Sprinkler,Major Tank,0.65,No,12.4,3.81,0.6,0.0,0.0
1813,Matara,Wet,Maha,Chili,Development,35,Loamy,6.2,23.36,1.66,0.74,26.7,23.1,24.9,87.1,256.6,6.3,8.3,Sprinkler,Major Tank,0.65,No,0.0,2.67,0.85,0.0,0.0
1813,Matara,Wet,Maha,Chili,Mid-season,60,Loamy,6.08,26.25,1.1,0.82,27.2,23.2,25.2,81.3,326.8,6.1,8.1,Sprinkler,Major Tank,0.65,No,0.0,2.65,1.05,0.0,0.0
1813,Matara,Wet,Maha,Chili,Late-season,30,Loamy,5.72,26.25,1.53,0.27,28.6,21.6,25.1,85.6,199.3,4.5,5.9,Sprinkler,Major Tank,0.65,No,0.0,3.68,0.9,0.0,0.0
1814,Kalutara,Wet,Maha,Green Gram,Initial,12,Clay,7.15,26.25,1.37,0.85,27.3,22.7,25.0,76.3,0.0,6.3,7.0,Rainfed,Rainfed,0.65,Yes,20.3,3.19,0.4,8.2,
1814,Kalutara,Wet,Maha,Green Gram,Development,18,Clay,6.22,24.4,1.11,0.94,30.4,24.5,27.4,87.9,4.4,7.7,5.2,Rainfed,Rainfed,0.65,Yes,8.2,3.75,0.75,30.8,
1814,Kalutara,Wet,Maha,Green Gram,Mid-season,22,Clay,5.99,23.46,1.71,0.79,28.3,21.8,25.0,84.6,42.7,5.3,4.6,Rainfed,Rainfed,0.65,Yes,30.8,3.61,1.05,28.1,
1814,Kalutara,Wet,Maha,Green Gram,Late-season,13,Clay,6.08,21.1,1.36,0.41,27.1,22.4,24.7,80.9,94.8,5.4,6.0,Rainfed,Rainfed,0.65,Yes,28.1,2.94,0.4,0.0,
1815,Colombo,Wet,Maha,Green Gram,Initial,12,Clay,6.2,29.34,1.6,1.33,26.8,22.0,24.4,72.5,194.0,7.1,6.0,Sprinkler,Major Tank,1.0,No,29.0,3.22,0.4,0.0,0.0
1815,Colombo,Wet,Maha,Green Gram,Development,18,Clay,6.63,34.76,1.16,0.64,28.0,22.4,25.2,78.6,51.4,7.5,8.3,Sprinkler,Major Tank,1.0,No,0.0,3.47,0.75,0.0,0.0
1815,Colombo,Wet,Maha,Green Gram,Mid-season,22,Clay,5.32,34.31,1.11,0.93,29.1,22.0,25.6,76.1,0.0,7.2,7.6,Sprinkler,Major Tank,1.0,No,0.0,3.82,1.05,55.9,74.5
1815,Colombo,Wet,Maha,Green Gram,Late-season,13,Clay,6.14,31.89,1.39,1.02,27.2,21.3,24.3,88.1,65.6,7.2,6.4,Sprinkler,Major Tank,1.0,No,55.9,3.25,0.4,0.0,0.0
1816,Matara,Wet,Yala,Big Onion,Initial,15,Sandy Loam,5.27,14.15,1.09,0.21,28.2,21.9,25.1,83.4,174.0,5.5,10.4,Rainfed,Minor Tank,1.72,No,5.0,3.76,0.7,0.0,
1816,Matara,Wet,Yala,Big Onion,Development,25,Sandy Loam,6.04,18.9,1.15,0.53,29.2,23.4,26.3,84.3,163.1,7.4,9.6,Rainfed,Minor Tank,1.72,No,0.0,3.67,0.9,0.0,
1816,Matara,Wet,Yala,Big Onion,Mid-season,35,Sandy Loam,5.99,18.9,1.39,0.51,29.9,24.2,27.0,82.4,114.5,6.5,9.3,Rainfed,Minor Tank,1.72,No,0.0,3.56,1.05,0.0,
1816,Matara,Wet,Yala,Big Onion,Late-season,20,Sandy Loam,6.45,18.07,1.02,0.82,28.9,21.3,25.1,89.2,206.8,5.8,4.8,Rainfed,Minor Tank,1.72,No,0.0,3.97,0.75,0.0,
1817,Nuwara Eliya,Wet,Maha,Tomato,Initial,20,Clay,6.41,35.48,1.17,1.07,29.2,22.5,25.9,81.9,156.1,4.8,7.3,Furrow/Surface,Major Tank,1.79,No,24.0,3.93,0.6,0.0,0.0
1817,Nuwara Eliya,Wet,Maha,Tomato,Development,25,Clay,5.66,36.75,1.21,1.17,28.1,22.6,25.3,80.9,0.0,6.3,8.1,Furrow/Surface,Major Tank,1.79,No,0.0,3.39,0.9,44.1,80.1
1817,Nuwara Eliya,Wet,Maha,Tomato,Mid-season,35,Clay,7.12,35.92,1.43,0.17,26.4,21.3,23.9,82.1,0.0,6.6,7.0,Furrow/Surface,Major Tank,1.79,No,44.1,2.96,1.15,67.5,122.8
1817,Nuwara Eliya,Wet,Maha,Tomato,Late-season,20,Clay,6.12,34.94,1.67,1.03,25.9,22.1,24.0,81.5,267.9,5.9,6.2,Furrow/Surface,Major Tank,1.79,No,67.5,2.5,0.8,0.0,0.0
1818,Kurunegala,Intermediate,Yala,Maize,Initial,20,Loamy,6.2,22.54,0.98,0.05,31.2,19.3,25.2,76.0,111.6,6.5,8.8,Rainfed,Agro-well,0.2,No,20.6,5.22,0.3,0.0,
1818,Kurunegala,Intermediate,Yala,Maize,Development,30,Loamy,5.45,26.22,1.56,0.44,30.2,20.2,25.2,72.1,62.7,7.7,8.9,Rainfed,Agro-well,0.2,No,0.0,4.69,0.75,20.5,
1818,Kurunegala,Intermediate,Yala,Maize,Mid-season,35,Loamy,6.45,25.8,1.23,0.05,29.9,20.3,25.1,77.1,123.0,7.0,11.3,Rainfed,Agro-well,0.2,No,20.5,4.49,1.2,39.6,
1818,Kurunegala,Intermediate,Yala,Maize,Late-season,15,Loamy,6.0,26.25,0.76,0.55,34.4,21.5,27.9,71.6,5.7,8.3,13.7,Rainfed,Agro-well,0.2,No,39.6,5.59,0.6,26.2,
1819,Badulla,Intermediate,Yala,Maize,Initial,20,Clay,5.72,21.2,2.03,0.27,31.3,22.8,27.1,69.8,109.5,8.2,11.2,Sprinkler,Rainfed,0.85,No,7.4,4.6,0.3,0.0,0.0
1819,Badulla,Intermediate,Yala,Maize,Development,30,Clay,5.57,23.65,1.32,0.24,32.9,21.9,27.4,79.2,105.3,8.6,12.1,Sprinkler,Rainfed,0.85,No,0.0,5.16,0.75,27.8,37.1
1819,Badulla,Intermediate,Yala,Maize,Mid-season,35,Clay,6.51,23.59,1.16,0.84,33.9,21.5,27.7,73.9,102.8,6.7,9.7,Sprinkler,Rainfed,0.85,No,27.8,5.4,1.2,132.3,176.4
1819,Badulla,Intermediate,Yala,Maize,Late-season,15,Clay,6.36,24.29,0.68,0.76,32.7,21.6,27.1,69.0,6.4,7.5,11.2,Sprinkler,Rainfed,0.85,No,132.3,5.09,0.6,21.9,29.2
1820,Vavuniya,Dry,Maha,Green Gram,Initial,12,Sandy,5.73,5.96,0.63,0.53,32.2,20.9,26.6,73.5,0.0,6.6,10.7,Rainfed,Major Tank,0.45,Yes,2.8,5.16,0.4,18.1,
1820,Vavuniya,Dry,Maha,Green Gram,Development,18,Sandy,4.76,5.02,0.46,0.31,30.7,23.5,27.1,80.6,143.3,7.3,10.7,Rainfed,Major Tank,0.45,Yes,18.1,4.08,0.75,0.0,
1820,Vavuniya,Dry,Maha,Green Gram,Mid-season,22,Sandy,5.87,8.12,0.2,0.56,32.0,23.4,27.7,79.4,0.0,6.3,9.2,Rainfed,Major Tank,0.45,Yes,0.0,4.35,1.05,61.6,
1820,Vavuniya,Dry,Maha,Green Gram,Late-season,13,Sandy,5.12,4.85,0.61,0.25,31.4,22.4,26.9,79.7,142.2,5.1,7.3,Rainfed,Major Tank,0.45,Yes,61.6,4.18,0.4,0.0,
1821,Monaragala,Intermediate,Yala,Tomato,Initial,20,Sandy Loam,4.87,11.44,0.91,0.45,28.9,21.3,25.1,66.6,130.6,7.4,13.3,Furrow/Surface,Major Tank,1.06,Yes,8.7,4.17,0.6,0.0,0.0
1821,Monaragala,Intermediate,Yala,Tomato,Development,25,Sandy Loam,5.93,16.8,0.91,0.05,30.7,21.4,26.0,70.0,60.4,8.4,12.5,Furrow/Surface,Major Tank,1.06,Yes,0.0,4.59,0.9,30.4,55.2
1821,Monaragala,Intermediate,Yala,Tomato,Mid-season,35,Sandy Loam,5.87,17.73,0.98,0.5,30.4,21.9,26.2,64.9,122.0,8.3,13.5,Furrow/Surface,Major Tank,1.06,Yes,30.4,4.32,1.15,35.2,64.0
1821,Monaragala,Intermediate,Yala,Tomato,Late-season,20,Sandy Loam,5.5,17.73,1.38,0.64,32.0,22.3,27.2,64.7,0.0,7.5,11.1,Furrow/Surface,Major Tank,1.06,Yes,35.2,4.75,0.8,42.0,76.3
1822,Batticaloa,Dry,Maha,Tomato,Initial,20,Sandy,5.25,7.74,0.44,0.16,33.2,21.9,27.6,74.0,91.8,7.6,9.4,Furrow/Surface,Major Tank,0.15,Yes,9.7,5.28,0.6,0.0,0.0
1822,Batticaloa,Dry,Maha,Tomato,Development,25,Sandy,5.56,7.89,0.8,0.48,32.0,24.0,28.0,77.6,0.0,7.8,6.9,Furrow/Surface,Major Tank,0.15,Yes,0.0,4.31,0.9,77.7,141.3
1822,Batticaloa,Dry,Maha,Tomato,Mid-season,35,Sandy,4.6,7.68,0.98,0.1,31.9,22.8,27.4,78.4,185.7,6.4,6.1,Furrow/Surface,Major Tank,0.15,Yes,77.7,4.25,1.15,5.3,9.7
1822,Batticaloa,Dry,Maha,Tomato,Late-season,20,Sandy,4.75,8.79,0.6,0.36,31.7,22.8,27.3,74.7,92.1,6.0,8.6,Furrow/Surface,Major Tank,0.15,Yes,5.3,4.06,0.8,0.0,0.0
1823,Trincomalee,Dry,Maha,Green Gram,Initial,12,Clay,5.49,27.9,1.95,0.15,32.0,23.0,27.5,76.8,68.1,5.8,6.8,Drip,Minor Tank,0.88,No,7.7,4.7,0.4,0.0,0.0
1823,Trincomalee,Dry,Maha,Green Gram,Development,18,Clay,6.43,26.74,1.59,1.1,30.2,23.9,27.1,76.5,124.0,7.9,3.1,Drip,Minor Tank,0.88,No,0.0,3.81,0.75,0.0,0.0
1823,Trincomalee,Dry,Maha,Green Gram,Mid-season,22,Clay,6.07,26.89,1.79,0.65,30.9,21.2,26.0,83.5,162.5,7.7,10.7,Drip,Minor Tank,0.88,No,0.0,4.44,1.05,0.0,0.0
1823,Trincomalee,Dry,Maha,Green Gram,Late-season,13,Clay,5.92,26.67,1.81,1.15,32.1,23.9,28.0,64.4,91.6,7.5,7.9,Drip,Minor Tank,0.88,No,0.0,4.1,0.4,0.0,0.0
1824,Colombo,Wet,Maha,Green Gram,Initial,12,Sandy,4.97,8.87,0.82,0.68,28.0,23.8,25.9,79.0,46.2,5.8,6.2,Furrow/Surface,Major Tank,0.57,No,20.7,3.12,0.4,0.0,0.0
1824,Colombo,Wet,Maha,Green Gram,Development,18,Sandy,5.41,7.19,0.46,0.35,28.7,21.6,25.2,80.7,125.0,7.7,6.6,Furrow/Surface,Major Tank,0.57,No,0.0,3.91,0.75,0.0,0.0
1824,Colombo,Wet,Maha,Green Gram,Mid-season,22,Sandy,5.59,10.29,0.53,0.13,27.9,23.3,25.6,84.7,195.6,5.7,8.5,Furrow/Surface,Major Tank,0.57,No,0.0,3.08,1.05,0.0,0.0
1824,Colombo,Wet,Maha,Green Gram,Late-season,13,Sandy,5.46,11.47,0.26,0.05,28.2,21.1,24.7,72.7,52.7,6.3,7.7,Furrow/Surface,Major Tank,0.57,No,0.0,3.59,0.4,0.0,0.0
1825,Puttalam,Dry,Maha,Big Onion,Initial,15,Sandy Loam,5.35,16.31,0.49,0.59,31.7,21.4,26.5,87.5,34.1,6.5,7.2,Drip,Minor Tank,1.71,Yes,21.6,4.93,0.7,12.6,13.9
1825,Puttalam,Dry,Maha,Big Onion,Development,25,Sandy Loam,5.7,15.61,1.02,0.31,31.6,21.5,26.5,76.9,145.4,7.1,9.2,Drip,Minor Tank,1.71,Yes,12.6,4.74,0.9,0.0,0.0
1825,Puttalam,Dry,Maha,Big Onion,Mid-season,35,Sandy Loam,6.17,17.64,1.22,0.7,32.3,22.0,27.2,70.2,70.6,7.2,11.6,Drip,Minor Tank,1.71,Yes,0.0,4.53,1.05,53.1,59.0
1825,Puttalam,Dry,Maha,Big Onion,Late-season,20,Sandy Loam,5.54,17.67,0.96,0.58,31.1,22.9,27.0,83.4,139.8,6.7,15.6,Drip,Minor Tank,1.71,Yes,53.1,3.87,0.75,0.0,0.0
1826,Monaragala,Intermediate,Yala,Maize,Initial,20,Sandy,4.85,5.15,0.65,0.33,32.5,20.1,26.3,73.5,126.0,6.9,11.0,Furrow/Surface,Rainfed,0.64,No,19.8,5.44,0.3,0.0,0.0
1826,Monaragala,Intermediate,Yala,Maize,Development,30,Sandy,4.9,10.19,0.63,0.05,32.2,23.8,28.0,78.5,50.9,6.7,15.2,Furrow/Surface,Rainfed,0.64,No,0.0,4.55,0.75,41.6,75.7
1826,Monaragala,Intermediate,Yala,Maize,Mid-season,35,Sandy,5.6,10.63,0.71,0.42,32.4,24.1,28.2,60.9,71.6,8.3,7.0,Furrow/Surface,Rainfed,0.64,No,41.6,4.47,1.2,90.5,164.5
1826,Monaragala,Intermediate,Yala,Maize,Late-season,15,Sandy,5.17,9.74,0.93,0.33,31.8,20.4,26.1,73.7,62.0,7.2,8.1,Furrow/Surface,Rainfed,0.64,No,90.5,5.03,0.6,0.0,0.0
1827,Ampara,Dry,Yala,Green Gram,Initial,12,Loamy,6.35,22.23,1.16,0.92,34.1,23.1,28.6,60.6,14.6,7.9,7.8,Rainfed,Rainfed,1.84,Yes,25.5,5.44,0.4,4.7,
1827,Ampara,Dry,Yala,Green Gram,Development,18,Loamy,6.36,20.71,1.65,0.71,32.7,25.8,29.3,75.0,119.1,8.3,11.2,Rainfed,Rainfed,1.84,Yes,4.7,4.31,0.75,0.0,
1827,Ampara,Dry,Yala,Green Gram,Mid-season,22,Loamy,5.4,22.03,1.1,0.67,33.8,23.5,28.6,67.9,31.3,8.4,11.9,Rainfed,Rainfed,1.84,Yes,0.0,5.1,1.05,45.3,
1827,Ampara,Dry,Yala,Green Gram,Late-season,13,Loamy,5.71,20.21,0.52,0.82,33.0,23.5,28.3,59.0,19.4,7.7,7.4,Rainfed,Rainfed,1.84,Yes,45.3,4.82,0.4,1.3,
1828,Vavuniya,Dry,Maha,Chili,Initial,25,Sandy,5.3,5.16,0.5,0.31,31.5,23.0,27.2,79.2,0.0,6.9,6.1,Furrow/Surface,Major Tank,1.37,No,11.6,4.5,0.6,68.1,123.8
1828,Vavuniya,Dry,Maha,Chili,Development,35,Sandy,5.17,5.7,0.28,0.48,31.0,23.2,27.1,82.7,195.2,6.7,8.4,Furrow/Surface,Major Tank,1.37,No,68.1,4.04,0.85,0.0,0.0
1828,Vavuniya,Dry,Maha,Chili,Mid-season,60,Sandy,4.74,7.01,0.43,0.8,28.4,23.2,25.8,78.5,319.3,7.2,11.5,Furrow/Surface,Major Tank,1.37,No,0.0,2.97,1.05,0.0,0.0
1828,Vavuniya,Dry,Maha,Chili,Late-season,30,Sandy,4.91,8.69,0.55,0.66,32.1,21.5,26.8,80.8,265.7,6.5,14.6,Furrow/Surface,Major Tank,1.37,No,0.0,4.53,0.9,0.0,0.0
1829,Vavuniya,Dry,Maha,Big Onion,Initial,15,Sandy,5.69,8.68,0.76,0.46,31.5,23.1,27.3,78.0,35.7,7.6,6.4,Furrow/Surface,River/Canal Diversion,1.24,No,23.9,4.51,0.7,11.5,20.8
1829,Vavuniya,Dry,Maha,Big Onion,Development,25,Sandy,5.1,7.84,0.84,0.18,29.1,23.2,26.1,73.5,159.5,6.3,16.8,Furrow/Surface,River/Canal Diversion,1.24,No,11.5,3.58,0.9,0.0,0.0
1829,Vavuniya,Dry,Maha,Big Onion,Mid-season,35,Sandy,5.59,9.68,0.41,0.14,32.9,22.5,27.7,80.8,118.3,6.3,10.4,Furrow/Surface,River/Canal Diversion,1.24,No,0.0,4.56,1.05,41.2,74.9
1829,Vavuniya,Dry,Maha,Big Onion,Late-season,20,Sandy,5.32,10.53,0.46,0.44,31.5,21.7,26.6,88.1,30.2,7.7,9.2,Furrow/Surface,River/Canal Diversion,1.24,No,41.2,4.14,0.75,14.1,25.6
1830,Ratnapura,Wet,Yala,Paddy (Rice),Initial,20,Loamy,6.03,17.4,1.18,0.93,31.2,22.9,27.1,90.5,0.0,9.1,9.7,Furrow/Surface,Minor Tank,0.74,No,53.6,4.55,1.05,86.7,157.7
1830,Ratnapura,Wet,Yala,Paddy (Rice),Development,30,Loamy,6.2,19.52,0.9,0.33,30.0,23.9,26.9,84.7,137.7,5.6,11.3,Furrow/Surface,Minor Tank,0.74,No,86.7,3.78,1.1,6.1,11.1
1830,Ratnapura,Wet,Yala,Paddy (Rice),Mid-season,40,Loamy,6.27,20.7,1.9,0.41,30.6,23.9,27.2,87.2,347.7,7.3,10.9,Furrow/Surface,Minor Tank,0.74,No,6.1,3.93,1.2,0.0,0.0
1830,Ratnapura,Wet,Yala,Paddy (Rice),Late-season,25,Loamy,5.54,23.92,1.92,0.6,31.3,24.0,27.6,84.9,243.5,6.1,9.7,Furrow/Surface,Minor Tank,0.74,No,0.0,4.19,0.95,0.0,0.0
1831,Matara,Wet,Yala,Paddy (Rice),Initial,20,Sandy,4.97,8.73,0.81,0.61,30.2,20.4,25.3,84.7,374.2,5.8,11.6,Furrow/Surface,Agro-well,1.64,No,29.8,4.71,1.05,0.0,0.0
1831,Matara,Wet,Yala,Paddy (Rice),Development,30,Sandy,5.55,12.6,0.45,0.49,30.4,23.9,27.2,86.9,370.1,7.2,8.7,Furrow/Surface,Agro-well,1.64,No,0.0,3.91,1.1,0.0,0.0
1831,Matara,Wet,Yala,Paddy (Rice),Mid-season,40,Sandy,5.23,12.6,0.82,0.59,30.4,23.4,26.9,79.2,291.8,6.3,5.4,Furrow/Surface,Agro-well,1.64,No,0.0,3.96,1.2,0.0,0.0
1831,Matara,Wet,Yala,Paddy (Rice),Late-season,25,Sandy,5.58,12.6,0.53,0.11,29.8,25.8,27.8,80.8,48.7,6.8,12.0,Furrow/Surface,Agro-well,1.64,No,0.0,3.09,0.95,5.2,9.5
1832,Kandy,Wet,Maha,Tomato,Initial,20,Loamy,6.57,19.99,0.87,0.58,28.2,24.0,26.1,87.9,57.9,5.2,5.0,Sprinkler,Major Tank,0.17,Yes,30.6,3.13,0.6,0.0,0.0
1832,Kandy,Wet,Maha,Tomato,Development,25,Loamy,5.18,20.22,1.11,0.35,29.5,23.3,26.4,76.7,158.6,6.7,6.4,Sprinkler,Major Tank,0.17,Yes,0.0,3.66,0.9,0.0,0.0
1832,Kandy,Wet,Maha,Tomato,Mid-season,35,Loamy,5.5,21.64,1.5,0.67,27.3,22.5,24.9,82.0,324.3,6.6,8.5,Sprinkler,Major Tank,0.17,Yes,0.0,2.93,1.15,0.0,0.0
1832,Kandy,Wet,Maha,Tomato,Late-season,20,Loamy,5.92,23.61,1.03,0.81,28.8,22.3,25.5,79.8,71.7,7.6,4.3,Sprinkler,Major Tank,0.17,Yes,0.0,3.37,0.8,0.0,0.0
1833,Mannar,Dry,Maha,Green Gram,Initial,12,Clay,6.55,28.95,1.48,1.03,32.2,21.9,27.0,72.6,73.2,6.6,7.4,Drip,River/Canal Diversion,0.33,No,12.1,4.98,0.4,0.0,0.0
1833,Mannar,Dry,Maha,Green Gram,Development,18,Clay,6.7,29.25,1.77,0.55,32.7,21.6,27.2,84.4,0.0,8.4,12.1,Drip,River/Canal Diversion,0.33,No,0.0,5.07,0.75,46.6,51.8
1833,Mannar,Dry,Maha,Green Gram,Mid-season,22,Clay,6.45,28.97,1.35,1.21,33.3,22.0,27.7,74.8,107.2,5.5,4.6,Drip,River/Canal Diversion,0.33,No,46.6,4.94,1.05,0.0,0.0
1833,Mannar,Dry,Maha,Green Gram,Late-season,13,Clay,6.42,26.37,1.45,0.73,30.4,22.7,26.5,79.6,148.0,6.5,10.2,Drip,River/Canal Diversion,0.33,No,0.0,3.81,0.4,0.0,0.0
1834,Mannar,Dry,Yala,Chili,Initial,25,Loamy,6.5,14.0,0.54,0.74,34.3,22.9,28.6,69.7,81.6,7.3,8.4,Furrow/Surface,Minor Tank,0.46,No,21.2,5.56,0.6,22.1,40.2
1834,Mannar,Dry,Yala,Chili,Development,35,Loamy,5.75,17.03,0.91,0.72,35.0,23.6,29.3,71.7,137.5,8.0,13.3,Furrow/Surface,Minor Tank,0.46,No,22.1,5.51,0.85,52.7,95.8
1834,Mannar,Dry,Yala,Chili,Mid-season,60,Loamy,6.03,17.98,0.89,0.74,34.9,25.7,30.3,69.8,35.5,7.8,17.1,Furrow/Surface,Minor Tank,0.46,No,52.7,5.01,1.05,247.0,449.1
1834,Mannar,Dry,Yala,Chili,Late-season,30,Loamy,5.83,20.43,1.3,0.11,35.4,24.5,29.9,79.4,67.9,7.0,14.4,Furrow/Surface,Minor Tank,0.46,No,247.0,5.53,0.9,64.6,117.4
1835,Matale,Intermediate,Yala,Big Onion,Initial,15,Clay,5.99,24.4,1.51,0.6,30.9,21.0,25.9,76.6,100.6,6.6,10.9,Rainfed,Agro-well,0.78,No,25.1,4.86,0.7,0.0,
1835,Matale,Intermediate,Yala,Big Onion,Development,25,Clay,6.27,25.7,1.56,1.0,31.5,21.6,26.6,78.9,72.3,7.6,6.3,Rainfed,Agro-well,0.78,No,0.0,4.84,0.9,38.0,
1835,Matale,Intermediate,Yala,Big Onion,Mid-season,35,Clay,6.87,26.76,1.0,1.2,31.0,21.3,26.1,72.9,25.3,7.9,9.8,Rainfed,Agro-well,0.78,No,38.0,4.65,1.05,113.9,
1835,Matale,Intermediate,Yala,Big Onion,Late-season,20,Clay,5.84,27.95,1.19,0.56,31.2,20.9,26.0,71.7,112.1,8.1,12.3,Rainfed,Agro-well,0.78,No,113.9,4.79,0.75,0.0,
1836,Jaffna,Dry,Yala,Paddy (Rice),Initial,20,Sandy,5.46,10.52,0.41,0.54,33.3,24.7,29.0,64.9,29.0,8.0,14.6,Rainfed,Major Tank,0.8,Yes,51.2,4.87,1.05,57.1,
1836,Jaffna,Dry,Yala,Paddy (Rice),Development,30,Sandy,5.26,12.52,0.82,0.37,32.7,24.8,28.8,65.1,5.2,8.0,6.9,Rainfed,Major Tank,0.8,Yes,57.1,4.6,1.1,117.0,
1836,Jaffna,Dry,Yala,Paddy (Rice),Mid-season,40,Sandy,4.82,12.6,0.93,0.07,36.1,24.4,30.2,77.6,38.9,7.8,12.1,Rainfed,Major Tank,0.8,Yes,117.0,5.68,1.2,185.6,
1836,Jaffna,Dry,Yala,Paddy (Rice),Late-season,25,Sandy,5.17,12.6,0.54,0.36,33.2,24.2,28.7,63.2,73.0,8.3,14.1,Rainfed,Major Tank,0.8,Yes,185.6,4.86,0.95,18.3,
1837,Puttalam,Dry,Maha,Tomato,Initial,20,Sandy,5.27,8.69,0.84,0.52,30.2,21.3,25.8,76.6,0.0,7.5,8.2,Furrow/Surface,Rainfed,1.51,No,6.1,4.5,0.6,43.5,79.0
1837,Puttalam,Dry,Maha,Tomato,Development,25,Sandy,5.72,8.89,0.89,0.38,31.4,23.5,27.5,78.6,0.0,5.5,7.2,Furrow/Surface,Rainfed,1.51,No,43.5,4.24,0.9,82.6,150.1
1837,Puttalam,Dry,Maha,Tomato,Mid-season,35,Sandy,5.27,8.99,0.93,0.07,31.2,22.6,26.9,85.1,244.1,7.1,4.8,Furrow/Surface,Rainfed,1.51,No,82.6,4.08,1.15,0.0,0.0
1837,Puttalam,Dry,Maha,Tomato,Late-season,20,Sandy,4.64,10.46,0.81,0.43,31.4,22.5,26.9,83.1,77.9,6.3,10.7,Furrow/Surface,Rainfed,1.51,No,0.0,4.01,0.8,0.0,0.0
1838,Anuradhapura,Dry,Maha,Chili,Initial,25,Loamy,6.07,21.37,1.26,0.64,29.8,21.9,25.8,75.6,75.3,7.5,9.6,Rainfed,Agro-well,0.95,Yes,13.3,4.21,0.6,0.0,
1838,Anuradhapura,Dry,Maha,Chili,Development,35,Loamy,5.44,23.06,1.13,0.29,32.8,24.1,28.4,86.1,105.4,7.8,14.9,Rainfed,Agro-well,0.95,Yes,0.0,4.42,0.85,20.5,
1838,Anuradhapura,Dry,Maha,Chili,Mid-season,60,Loamy,6.31,22.09,0.55,0.58,31.8,22.2,27.0,73.6,490.8,5.8,7.7,Rainfed,Agro-well,0.95,Yes,20.5,4.14,1.05,0.0,
1838,Anuradhapura,Dry,Maha,Chili,Late-season,30,Loamy,6.03,26.25,1.39,0.4,30.7,22.6,26.6,74.5,91.3,6.4,6.8,Rainfed,Agro-well,0.95,Yes,0.0,3.98,0.9,0.4,
1839,Nuwara Eliya,Wet,Maha,Big Onion,Initial,15,Clay,6.04,24.89,1.52,0.75,27.6,22.7,25.2,81.5,180.6,6.4,3.0,Sprinkler,Major Tank,0.99,No,17.4,3.33,0.7,0.0,0.0
1839,Nuwara Eliya,Wet,Maha,Big Onion,Development,25,Clay,6.11,31.41,1.75,1.02,27.6,23.0,25.3,74.6,0.0,6.2,6.0,Sprinkler,Major Tank,0.99,No,0.0,3.13,0.9,46.0,61.3
1839,Nuwara Eliya,Wet,Maha,Big Onion,Mid-season,35,Clay,6.51,30.37,1.22,1.09,29.2,22.3,25.7,78.3,226.1,5.2,5.4,Sprinkler,Major Tank,0.99,No,46.0,3.63,1.05,0.0,0.0
1839,Nuwara Eliya,Wet,Maha,Big Onion,Late-season,20,Clay,6.76,31.78,1.81,0.74,27.8,22.4,25.1,81.7,254.0,6.0,5.1,Sprinkler,Major Tank,0.99,No,0.0,3.06,0.75,0.0,0.0
1840,Anuradhapura,Dry,Maha,Chili,Initial,25,Loamy,5.46,17.7,0.89,0.37,31.0,22.0,26.5,77.9,104.3,5.9,10.6,Rainfed,Agro-well,2.04,No,1.5,4.56,0.6,0.0,
1840,Anuradhapura,Dry,Maha,Chili,Development,35,Loamy,6.43,19.79,0.89,0.67,34.8,22.7,28.8,82.9,277.7,7.5,4.9,Rainfed,Agro-well,2.04,No,0.0,5.25,0.85,0.0,
1840,Anuradhapura,Dry,Maha,Chili,Mid-season,60,Loamy,5.78,23.5,0.9,0.71,31.4,21.3,26.4,70.3,207.7,7.4,10.4,Rainfed,Agro-well,2.04,No,0.0,4.18,1.05,70.7,
1840,Anuradhapura,Dry,Maha,Chili,Late-season,30,Loamy,6.47,26.25,1.27,0.55,31.7,20.8,26.3,73.1,0.0,6.5,10.7,Rainfed,Agro-well,2.04,No,70.7,4.59,0.9,78.7,
1841,Puttalam,Dry,Maha,Paddy (Rice),Initial,20,Sandy,5.19,5.99,0.38,0.62,31.9,22.4,27.2,80.8,124.5,6.0,4.8,Furrow/Surface,River/Canal Diversion,0.4,No,57.5,4.78,1.05,0.0,0.0
1841,Puttalam,Dry,Maha,Paddy (Rice),Development,30,Sandy,5.0,10.92,0.66,0.66,32.5,22.4,27.5,77.8,118.8,6.9,8.4,Furrow/Surface,River/Canal Diversion,0.4,No,0.0,4.75,1.1,40.7,74.1
1841,Puttalam,Dry,Maha,Paddy (Rice),Mid-season,40,Sandy,4.54,9.65,0.44,0.05,32.7,23.2,27.9,68.6,42.1,6.7,7.3,Furrow/Surface,River/Canal Diversion,0.4,No,40.7,4.33,1.2,160.9,292.5
